,url,date,content,id,username,outlinks,outlinksss,tcooutlinks,tcooutlinksss
221,https://twitter.com/_BigDaddy01/status/1383738315690573831,2021-04-18 11:04:57+00:00,@YeleSowore @MBuhari @EndSars @mbujari you are yet to recover from 2019 election shock. pbele!!,1383738315690573831,_BigDaddy01,[],,[],
222,https://twitter.com/_BigDaddy01/status/1383738112002514948,2021-04-18 11:04:09+00:00,@YeleSowore @MBuhari @EndSars @mbujari 2019 election result still dey pain this man.,1383738112002514948,_BigDaddy01,[],,[],
223,https://twitter.com/BabtunzG/status/1383738100501733383,2021-04-18 11:04:06+00:00,@YeleSowore @MBuhari @EndSars @mbujari Buhari must GO❌,1383738100501733383,BabtunzG,[],,[],
224,https://twitter.com/hercease/status/1383738090213175300,2021-04-18 11:04:03+00:00,"@babangidarimi1 @YeleSowore @MBuhari @EndSars @mbujari I guess the northerners are terrorists as well that's why the govt agents such as bokoharam, bandits and herdsmen will continue to flush them anytime, any day.
Last last, una go get sense.",1383738090213175300,hercease,[],,[],
225,https://twitter.com/lee_zamba/status/1383738079391883271,2021-04-18 11:04:01+00:00,@babangidarimi1 @YeleSowore @MBuhari @EndSars @mbujari What about Boko haram ??,1383738079391883271,lee_zamba,[],,[],
226,https://twitter.com/vinxxehi/status/1383738029462884357,2021-04-18 11:03:49+00:00,"@Janet_Aderinpe @YeleSowore @MBuhari @EndSars @mbujari How do you want to collect Nigeria back from heartless people?

With ice cream and chicken?????🤔

Abi just hand shake???

Please wake up and check out your history with order country's history. Den predict the end of Nigeria.",1383738029462884357,vinxxehi,[],,[],
227,https://twitter.com/_BigDaddy01/status/1383737976581091329,2021-04-18 11:03:36+00:00,"@YeleSowore @MBuhari @EndSars @mbujari hate rate for Buhari is your nightmare, keep fooling around, he will visit you in your dream soon, then we shall see how werrey you will become?",1383737976581091329,_BigDaddy01,[],,[],
228,https://twitter.com/richardmarkonye/status/1383737927285444618,2021-04-18 11:03:25+00:00,@YeleSowore @MBuhari @EndSars @mbujari #BuhariMustGo,1383737927285444618,richardmarkonye,[],,[],
229,https://twitter.com/Freeman34331307/status/1383737765037182979,2021-04-18 11:02:46+00:00,@YeleSowore @MBuhari @EndSars @mbujari Wike is also a terrorist,1383737765037182979,Freeman34331307,[],,[],
230,https://twitter.com/HonKabiru/status/1383737736448774153,2021-04-18 11:02:39+00:00,"@YeleSowore @MBuhari @EndSars @mbujari Sowore you be mad. Palliative Thief, Grant scammer https://t.co/xuPgPDR2vD",1383737736448774153,HonKabiru,[],,[],
231,https://twitter.com/2derikaofsense/status/1383737628932014089,2021-04-18 11:02:13+00:00,"@YeleSowore @MBuhari @EndSars @mbujari Gbenu oshi soun. You keep inciting people to fight, to destroy and destabilise the country. Yet, you keep your family safe in another country. You are all you have to lose in nigeria, some people have more to lose than themselves. Tbh, losing you is rather good riddance anyway.",1383737628932014089,2derikaofsense,[],,[],
232,https://twitter.com/Kelechu54277450/status/1383737376074211331,2021-04-18 11:01:13+00:00,@YeleSowore @MBuhari @EndSars @mbujari Indeed he is,1383737376074211331,Kelechu54277450,[],,[],
233,https://twitter.com/KabiruMisali/status/1383737300127911941,2021-04-18 11:00:55+00:00,@YeleSowore @MBuhari @EndSars @mbujari Someone should please help Sowore find a professional psychiatrist who can treat him from this severe gut-wrenching defeat pain he's suffering since that presidential election.,1383737300127911941,KabiruMisali,[],,[],
234,https://twitter.com/aidokha/status/1383737187523448842,2021-04-18 11:00:28+00:00,"@YeleSowore @MBuhari @EndSars @mbujari Clearly you don mad. The fear of Wike is the beginning of wisdom.I remember Obigbo and what Wike did, yet you are calling Buhari.",1383737187523448842,aidokha,[],,[],
235,https://twitter.com/TtifeB/status/1383736930374803458,2021-04-18 10:59:27+00:00,"@YeleSowore @MBuhari @EndSars @mbujari SowoGRANT, Buhari will still not give you the attention you crave, we know for every arrest, grant must enter.",1383736930374803458,TtifeB,[],,[],
236,https://twitter.com/agegefirstborn/status/1383736780986281986,2021-04-18 10:58:51+00:00,@YeleSowore @MBuhari @EndSars @mbujari Continuity in killing abi ? Eleribu,1383736780986281986,agegefirstborn,[],,[],
237,https://twitter.com/Janet_Aderinpe/status/1383736619782447105,2021-04-18 10:58:13+00:00,@YeleSowore @MBuhari @EndSars @mbujari Do you honestly not fear for your life in this militarized democracy that we are practicing in Nigeria? Stay safe pls,1383736619782447105,Janet_Aderinpe,[],,[],
238,https://twitter.com/Thedarkhorse123/status/1383736523846152194,2021-04-18 10:57:50+00:00,@YeleSowore @MBuhari @EndSars @mbujari How did @DrIsaPantami &amp; @HMKemiAdeosun make it through DSS b4 they were cleared to occupy those offices? Where are the DSS officers in charge what happened to them?🤮,1383736523846152194,Thedarkhorse123,[],,[],
239,https://twitter.com/babangidarimi1/status/1383736236104318976,2021-04-18 10:56:41+00:00,@YeleSowore @MBuhari @EndSars @mbujari All the above mentioned groups are terrorist group. And government will continue to flush them any day anytime.,1383736236104318976,babangidarimi1,[],,[],
240,https://twitter.com/YeleSowore/status/1383735653834264576,2021-04-18 10:54:23+00:00,Buhari is a terrorist: @mbuhari ordered the massacre of  1k Shiites in one night; he ordered the massacre of  #IPOB members at a peaceful gathering in a secondary schl; he  ordered the massacre of peaceful  @endsars protesters at #Lekkitollgate @mbujari ordered killings at Obigbo https://t.co/n7gbdt4fNw,1383735653834264576,YeleSowore,[],,[],
241,https://twitter.com/darohjong/status/1383318453746950148,2021-04-17 07:16:34+00:00,"@JessicaOgwatar These are the people encouraging, escalating terrorism and violence all over the place
Official TERRORISTS inder government cover 

During @Endsars protest in Abj, they used official SUV's to move hoodlums all over Abi",1383318453746950148,darohjong,[],,[],
242,https://twitter.com/UyiJoel/status/1383240939301347333,2021-04-17 02:08:33+00:00,"@YeleSowore @MBuhari @OfficialGYBKogi Those bitter and crying against grants for@YeleSowore, have you finished squandering the looted grant paid to you guys as thugs to attack @endsars protesters.?.....I knew you guys will always show your facese here",1383240939301347333,UyiJoel,[],,[],
243,https://twitter.com/EpuhAnthony/status/1382963102547898370,2021-04-16 07:44:32+00:00,"That was their thought sir, unfortunately Lekki Protest @ENDSARS should let them wake up,  the children of this generation are not as patient  sir https://t.co/cTvPB0TVsj",1382963102547898370,EpuhAnthony,['https://twitter.com/MoghaluKingsley/status/1382910854308499460'],https://twitter.com/MoghaluKingsley/status/1382910854308499460,['https://t.co/cTvPB0TVsj'],https://t.co/cTvPB0TVsj
244,https://twitter.com/afroromantics/status/1382867189552848902,2021-04-16 01:23:25+00:00,@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Are you Islamic Studies major?,1382867189552848902,afroromantics,[],,[],
245,https://twitter.com/afroromantics/status/1382863823015657475,2021-04-16 01:10:02+00:00,@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA NIRA is under NITDA,1382863823015657475,afroromantics,[],,[],
246,https://twitter.com/afroromantics/status/1382863614915309574,2021-04-16 01:09:12+00:00,@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA What specific public service rule?,1382863614915309574,afroromantics,[],,[],
247,https://twitter.com/afroromantics/status/1382863509235642371,2021-04-16 01:08:47+00:00,@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Which rules?,1382863509235642371,afroromantics,[],,[],
248,https://twitter.com/afroromantics/status/1382863430625988611,2021-04-16 01:08:28+00:00,@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA I advise you to consult with a technical person in your organization.,1382863430625988611,afroromantics,[],,[],
249,https://twitter.com/ribaduabubakar2/status/1382858488443994114,2021-04-16 00:48:50+00:00,"@afroromantics @EndSars @SavvyRinu @MBuhari @GarShehu @CIA NIRA administer the .ng domain. Pls, speak with facts.",1382858488443994114,ribaduabubakar2,[],,[],
250,https://twitter.com/ribaduabubakar2/status/1382857533497487360,2021-04-16 00:45:02+00:00,"@afroromantics @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Supervision doesn't grant access,  I advise you to study the Public Service Rules.",1382857533497487360,ribaduabubakar2,[],,[],
251,https://twitter.com/afroromantics/status/1382852375174582274,2021-04-16 00:24:33+00:00,"@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Then, you are misleading the Nigerian Government and @MBuhari   The ministry controls the entire communications national infrastructure.  Perhaps you are just ignorant of the facts of the Ministry work for. This is the agency that control IXP and .ng domains",1382852375174582274,afroromantics,[],,[],
252,https://twitter.com/afroromantics/status/1382849461320364040,2021-04-16 00:12:58+00:00,"@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA #EndSARS 
Supervision by default grants access.  He also oversees NITDA,  and NIGCOMSAT.  He regulates all teleco provider.   You might want to consult with technically competent people at the ministry before you butcher another PR response.",1382849461320364040,afroromantics,[],,[],
253,https://twitter.com/ribaduabubakar2/status/1382846242166820868,2021-04-16 00:00:10+00:00,@afroromantics @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Channel your question to the custodian pls.,1382846242166820868,ribaduabubakar2,[],,[],
254,https://twitter.com/ribaduabubakar2/status/1382846008623763459,2021-04-15 23:59:15+00:00,@afroromantics @EndSars @SavvyRinu @MBuhari @GarShehu @CIA No? Pantami supervises the activities of NIMC and gives them policy direction.,1382846008623763459,ribaduabubakar2,[],,[],
255,https://twitter.com/ribaduabubakar2/status/1382845796689846274,2021-04-15 23:58:24+00:00,@afroromantics @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Yes pls.,1382845796689846274,ribaduabubakar2,[],,[],
256,https://twitter.com/afroromantics/status/1382844078182830081,2021-04-15 23:51:34+00:00,"@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Are you saying the Nigeria communications ministry has no access to any telecommications data?  Satellite, Internet, telephony?    Is that what you are saying?",1382844078182830081,afroromantics,[],,[],
257,https://twitter.com/afroromantics/status/1382843075630891011,2021-04-15 23:47:35+00:00,@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Is Pantami in charge of NIMC?,1382843075630891011,afroromantics,[],,[],
258,https://twitter.com/afroromantics/status/1382842809787486210,2021-04-15 23:46:32+00:00,@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Are you saying custodians of data have no access?,1382842809787486210,afroromantics,[],,[],
